Date_1,Description_1,Deposits,Withdrawls,Balance
Jul,Bill,250246.75,0,3400347.44
Aug,Bill,10254.2,0,3410601.64
Sep,Reversal,0,426325.21,2984276.44
Oct,ATM,2.9,0,2984279.34
Nov,Cash,0,1492139.67,1492139.67
Dec,ATM,656229,0,2148368.67
Jan,Miscellaneous,0,429673.73,1718694.94
Feb,IMPS,0,429673.74,1289021.2
Mar,Transfer,36.65,0,1289057.85
Apr,Commission,7.9,0,1289065.75
May,Bill,0,143229.53,1145836.22
Jun,Tax,0,229167.24,916668.98
Jul,RTGS,0,229167.25,687501.74
Aug,Bill,2220.67,0,689722.41
Sep,Transfer,215597.1,0,905319.51
Oct,Commission,0,113164.94,792154.57
Nov,Debit Card,0,79215.46,712939.11
Dec,Transfer,56.3,0,712995.41
Jan,Miscellaneous,0,89124.43,623870.98
Feb,ATM,0,77983.87,545887.11
Mar,Transfer,413,0,546300.11
Apr,Miscellaneous,0,91050.02,455250.09
May,Transfer,0,65035.73,390214.36
Jun,Bill,0,55744.91,334469.45
Jul,ATM,6.3,0,334475.75
Aug,IMPS,0,47782.25,286693.5
Sep,RTGS,161115.19,0,447808.69
Oct,Bill,0,74634.78,373173.91
Nov,Interest,1560323,0,1933496.91
Dec,Commission,113223,0,2046719.91
Jan,Debit Card,0,341119.99,1705599.92
Feb,ATM,105458,0,1811057.92
Mar,Interest,496.94,0,1811554.86
Apr,Transfer,4,0,1811558.86
May,Reversal,2226.97,0,1813785.83
Jun,Transfer,0,181378.58,1632407.25
Jul,Miscellaneous,23427,0,1655834.25
Aug,Debit Card,3.52,0,1655837.77
Sep,Reversal,194,0,1656031.77
Oct,ATM,0,207003.97,1449027.8
Nov,Cash,0,207003.97,1242023.83
Dec,RTGS,0,124202.38,1117821.45
Jan,NEFT,0,1117821.45,0
Feb,Tax,1056.9,0,1056.9
Mar,Reversal,0,176.15,880.75
Apr,Transfer,348.2,0,1228.95
May,Commission,122.9,0,1351.85
Jun,Tax,2343.9,0,3695.75
Jul,ATM,685946,0,689641.75
Aug,Bill,1250581.8,0,1940223.55
Sep,Transfer,0,215580.39,1724643.16
Oct,NEFT,1861755.25,0,3586398.41
Nov,Debit Card,11.56,0,3586409.97
Dec,Commission,0,717281.99,2869127.98
Jan,Reversal,0,573825.6,2295302.38
Feb,Interest,31582.97,0,2326885.35
Mar,Cash,0,387814.23,1939071.12
Apr,NEFT,0,387814.22,1551256.9
May,RTGS,1986097.5,0,3537354.4
Jun,RTGS,0,505336.34,3032018.06
Jul,Bill,0,3032018.06,0
Aug,ATM,851534.75,0,851534.75
Sep,ATM,24011.7,0,875546.45
Oct,Miscellaneous,21,0,875567.45
Nov,RTGS,784870,0,1660437.45
Dec,Reversal,0,237205.35,1423232.1
Jan,Purchase,0,237205.35,1186026.75
Feb,RTGS,0,197671.13,988355.62
Mar,Cash,0,164725.94,823629.68
Apr,Cheque,608149,0,1431778.68
May,IMPS,1731394.5,0,3163173.18
Jun,Reversal,1204,0,3164377.18
Jul,Cheque,3514.4,0,3167891.58
Aug,Reversal,0,395986.45,2771905.13
Sep,IMPS,5211.46,0,2777116.59
Oct,Bill,51,0,2777167.59
Nov,Reversal,1223367,0,4000534.59
Dec,Bill,53355.3,0,4053889.89
Jan,Commission,0,450432.21,3603457.68
Feb,RTGS,0,450432.21,3153025.47
Mar,IMPS,0,630605.09,2522420.38
Apr,Transfer,0,630605.1,1891815.28
May,Transfer,0,378363.06,1513452.22
Jun,IMPS,256386.41,0,1769838.63
Jul,Bill,336765,0,2106603.63
Aug,Debit Card,3.77,0,2106607.4
Sep,Bill,0,702202.47,1404404.93
Oct,Cheque,27777,0,1432181.93
Nov,NEFT,3423,0,1435604.93
Dec,NEFT,0,358901.23,1076703.7
Jan,ATM,0,179450.62,897253.08
Feb,Purchase,216807,0,1114060.08
Mar,RTGS,0,185676.68,928383.4
Apr,NEFT,0,132626.2,795757.2
May,Reversal,32,0,795789.2
Jun,Transfer,7.65,0,795796.85
Jul,Bill,30003,0,825799.85
Aug,Transfer,0,412899.93,412899.92
Sep,Tax,2052.31,0,414952.23
Oct,IMPS,0,103738.06,311214.17
Nov,Bill,1484.2,0,312698.37
Dec,Miscellaneous,0,44671.2,268027.17
Jan,Cheque,281.9,0,268309.07
Feb,Transfer,6,0,268315.07
Mar,Reversal,3536.9,0,271851.97
